direct	iata	name	country	country_name
False	SHW	Шарура	SA	Саудовская Аравия
False	ZTF	Стэмфорд	US	США
False	TEB	Тетерборо	US	США
False	БТГ	Батагай	RU	Россия
False	LLB	Либо	CN	Китай
False	LWB	Льюисберг	US	США
False	BLK	Блэкпул	GB	Великобритания
False	BUP	Бхатинда	IN	Индия
False	GDE	Годе	ET	Эфиопия
False	MCW	Мейсон-Сити	US	США
False	FKL	Франклин	US	США
False	RHD	Термас-де-Рио-Ондо	AR	Аргентина
False	MYA	Моруя	AU	Австралия
False	YRT	Ранкин-Инлет	CA	Канада
False	LXG	Луангнамтха	LA	Лаос
False	CUK	Кей-Колкер	BZ	Белиз
False	SDG	Сенендедж	IR	Иран
False	LRR	Лар	IR	Иран
False	HUN	Хуалянь	TW	Тайвань
False	VHC	Сауримо	AO	Ангола
False	YZS	Корал-Харбор	CA	Канада
False	PGZ	Понта-Гроса	BR	Бразилия
False	HOT	Хот-Спрингс	US	США
False	KAA	Касама	ZM	Замбия
False	RLK	Баян-Нур	CN	Китай
False	GAL	Галина	US	США
False	LSP	Лас-Пьедрас	VE	Венесуэла
False	TXG	Тайчжун	TW	Тайвань
False	BJB	Боджнурд	IR	Иран
False	TWB	Тувумба	AU	Австралия
False	OLF	Вулф-Пойнт	US	США
False	CHY	Шуазёль-Бей	SB	Соломоновы острова
False	ELV	Элфин-Ков	US	США
False	GPI	Гуапи	CO	Колумбия
False	YCB	Кембридж-Бэй	CA	Канада
False	DEF	Дизфуль	IR	Иран
False	PGH	Пантнагар	IN	Индия
False	HIB	Хиббинг	US	США
False	TME	Таме	CO	Колумбия
False	VYI	Вилюйск	RU	Россия
False	SDN	Сандане	NO	Норвегия
False	YDQ	Доусон-Крик	CA	Канада
False	VIF	Вьесте	IT	Италия
False	GBT	Горган	IR	Иран
False	WWK	Вевак	PG	Папуа — Новая Гвинея
False	SLI	Солвези	ZM	Замбия
False	YSM	Форт-Смит	CA	Канада
False	KGC	Кингскот	AU	Австралия
False	MTH	Умтата	US	США
False	APO	Апартадо	CO	Колумбия
False	ROO	Рондонополис	BR	Бразилия
False	ASO	Асоса	ET	Эфиопия
False	MUZ	Мусома	TZ	Танзания
False	FJR	Эль-Фуджайра	AE	ОАЭ
False	KDL	Кярдла	EE	Эстония
False	EYP	Йопаль	CO	Колумбия
False	MUA	Мунда	SB	Соломоновы острова
False	MOD	Модесто	US	США
False	SRP	Стур	NO	Норвегия
False	BRD	Брейнерд	US	США
False	WYA	Уайалла	AU	Австралия
False	LMN	Лимбанг	MY	Малайзия
False	LUW	Лувук	ID	Индонезия
False	SHH	Шишмарёв	US	США
False	VPY	Шимойо	MZ	Мозамбик
False	WIC	Уик	GB	Великобритания
False	WAG	Уогга-Уогга	NZ	Новая Зеландия
False	ART	Уотертаун	US	США
False	SZI	Зайсан	KZ	Казахстан
False	ULZ	Улиастай	MN	Монголия
False	MAB	Мараба	BR	Бразилия
False	NRA	Наррандера	AU	Австралия
False	BWT	Берни	AU	Австралия
False	FUJ	Фукуэ	JP	Япония
False	PLJ	Пласенсия	BZ	Белиз
False	WLK	Селавик	US	США
False	YXH	Медисин-Хат	CA	Канада
False	SAG	Ширди	IN	Индия
False	TGC	Сарикей	MY	Малайзия
False	FYJ	Фуюань	CN	Китай
False	IQM	Черчен	CN	Китай
False	BLB	Бальбоа	PA	Панама
False	SPD	Саидпур	BD	Бангладеш
False	IRK	Керксвилл	US	США
False	OLP	Олимпик-Дэм	AU	Австралия
False	RSH	Рашен-Мишен	US	США
False	BLE	Бурлэнге	SE	Швеция
False	MFK	Мацзу	TW	Тайвань
False	HZH	Липин	CN	Китай
False	VDO	Вандон	VN	Вьетнам
False	HGR	Хейгерстаун	US	США
False	FKI	Кисангани	CD	ДРК
False	OHS	Сухар	OM	Оман
False	PMA	Пемба	TZ	Танзания
False	SJE	Сан-Хосе-дель-Гуа	CO	Колумбия
False	KWT	Куитлук	US	США
False	CYF	Чефорнак	US	США
False	BPX	Чамдо	CN	Китай
False	AUG	Огаста	US	США
False	XBJ	Бирдженд	IR	Иран
False	BRM	Баркисимето	VE	Венесуэла
False	YFO	Флин-Флон	CA	Канада
False	CPV	Кампина-Гранди	BR	Бразилия
False	DAU	Дару	PG	Папуа — Новая Гвинея
False	PFB	Пасу-Фунду	BR	Бразилия
False	AKN	Кинг-Салмон	US	США
False	JJU	Какорток	GL	Гренландия
False	CAC	Каскавел	BR	Бразилия
False	DLG	Диллингхем	US	США
False	ELI	Элим	US	США
False	TJA	Тариха	BO	Боливия
False	JEM	Эмеривилл	US	США
False	CNP	Иллоккортоормиут	GL	Гренландия
False	UIB	Кибдо	CO	Колумбия
False	FYU	Форт-Юкон	US	США
False	SMQ	Сампит	ID	Индонезия
False	RVK	Рёрвик	NO	Норвегия
False	OIR	Окусири	JP	Япония
False	YGT	Иглулик	CA	Канада
False	MUN	Матурин	VE	Венесуэла
False	QLV	Леверкузен	DE	Германия
False	SXK	Саумлаки	ID	Индонезия
False	XJO	Сория	ES	Испания
False	BYO	Бониту	BR	Бразилия
False	LAW	Лотон	US	США
False	PDA	Пуэрто-Инирида	CO	Колумбия
False	RNJ	Йорондзима	JP	Япония
False	RKS	Рок-Спрингс	US	США
False	JJD	Жерикуакуара	BR	Бразилия
False	RUT	Ратленд	US	США
False	SQG	Синтанг	ID	Индонезия
False	YQK	Кенора	CA	Канада
False	MNG	Манингрида	AU	Австралия
False	NSY	Сигонелла	IT	Италия
False	TXK	Тексаркана	US	США
False	WNH	Вэньшань	CN	Китай
False	ANI	Аниак	US	США
False	BTI	Бартер	US	США
False	YHD	Драйден	CA	Канада
False	GST	Густавус	US	США
False	HCR	Холи-Кросс	US	США
False	OOM	Кума	AU	Австралия
False	YQZ	Квинел	CA	Канада
False	GRW	Грасиоза	PT	Португалия
False	LNS	Ланкастер	US	США
False	YYQ	Черчилл	CA	Канада
False	OGX	Уаргла	DZ	Алжир
False	GNS	Гунунгситоли	ID	Индонезия
False	XQP	Кепос	CR	Коста-Рика
False	LLF	Юнчжоу	CN	Китай
False	TVF	Тиф-Ривер-Фолс	US	США
False	MMJ	Мацумото	JP	Япония
False	KCA	Куча	CN	Китай
False	PQS	Пайлот-Стейшен	US	США
False	KLT	Кайзерслаутерн	DE	Германия
False	CKS	Каражас	BR	Бразилия
False	PZO	Пуэрто-Ордас	VE	Венесуэла
False	GWD	Гвадар	PK	Пакистан
False	SXZ	Сиирт	TR	Турция
False	ELG	Эль-Голеа	DZ	Алжир
False	ALS	Аламоса	US	США
False	SHX	Шагелук	US	США
False	NME	Найтмьют	US	США
False	BTM	Бьютт	US	США
False	BQG	Богородское	RU	Россия
False	KSO	Кастория	GR	Греция
False	CFB	Кабу-Фриу	BR	Бразилия
False	INT	Уинстон-Сейлем	US	США
False	GNJ	Гянджа	AZ	Азербайджан
False	EMD	Эмералд	AU	Австралия
False	BZZ	Брайз-Нортон	GB	Великобритания
False	OPS	Синоп	BR	Бразилия
False	XHQ	Артвин	TR	Турция
False	WMO	Уайт-Маунтин	US	США
False	SVC	Силвер-Сити	US	США
False	BHV	Бахавалпур	PK	Пакистан
False	TKD	Секонди-Такоради	GH	Гана
False	MLL	Маршалл	US	США
False	BCI	Баркалдин	AU	Австралия
False	IGA	Инагуа	BS	Багамы
False	HVR	Хавр	US	США
False	BZL	Барисал	BD	Бангладеш
False	LRE	Лонгрич	AU	Австралия
False	IXP	Патханкот	IN	Индия
False	SMX	Санта-Мария	US	США
False	LKY	Маньяра	TZ	Танзания
False	HOX	Хомалим	MM	Мьянма
False	TIZ	Тари	PG	Папуа — Новая Гвинея
False	RRO	Неаполь	IT	Италия
False	JSU	Маниитсок	GL	Гренландия
False	KNG	Каймана	ID	Индонезия
False	PRH	Пхрэ	TH	Таиланд
False	PAV	Паулу-Афонсу	BR	Бразилия
False	IIL	Илам	IR	Иран
False	AGM	Тасиилак	GL	Гренландия
False	FOD	Форт-Додж	US	США
False	HDM	Хамадан	IR	Иран
False	CEG	Честер	GB	Великобритания
False	MPN	Маунт-Плезант	FK	Фолклендские острова
False	PVC	Провинстаун	US	США
False	PUU	Пуэрто-Асис	CO	Колумбия
False	BHS	Батерст	AU	Австралия
False	IQN	Цинъян	CN	Китай
False	BUN	Буэнавентура	CO	Колумбия
False	UST	Сент-Огастин	US	США
False	HJR	Кхаджурахо	IN	Индия
False	AGT	Сьюдад-дель-Эсте	PY	Парагвай
False	LWY	Лавас	MY	Малайзия
False	EEK	Ик	US	США
False	EGM	Сеге	SB	Соломоновы острова
False	YXP	Пангниртанг	CA	Канада
False	LFR	Ла-Фрия	VE	Венесуэла
False	PIO	Писко	PE	Перу
False	STG	Сент-Джордж	US	США
False	SMK	Сент-Майкл	US	США
False	URG	Уругуаяна	BR	Бразилия
False	DDC	Додж-Сити	US	США
False	LKB	Лакемба	FJ	Фиджи
False	CTL	Чарлевилл	AU	Австралия
False	KTL	Китале	KE	Кения
False	MZO	Мансанильо	CU	Куба
False	NLT	Кюнес	CN	Китай
False	HNA	Ханамаки	JP	Япония
False	MZV	Мулу	MY	Малайзия
False	VRB	Веро-Бич	US	США
False	PAG	Пагадиан	PH	Филиппины
False	VAF	Валанс	FR	Франция
False	BKC	Бакленд	US	США
False	CYZ	Кауаян	PH	Филиппины
False	NGL	Нгала	ZA	ЮАР
False	YHK	Йоа-Хейвен	CA	Канада
False	KVL	Кивалина	US	США
False	MBL	Манисти	US	США
False	TFF	Тефе	BR	Бразилия
False	PSU	Путуссибау	ID	Индонезия
False	IBE	Ибаге	CO	Колумбия
False	EJA	Барранкабермеха	CO	Колумбия
False	PCR	Пуэрто-Карреньо	CO	Колумбия
False	CIC	Чико	US	США
False	FMN	Фармингтон	US	США
False	UPN	Уруапан	MX	Мексика
False	CZU	Коросаль	CO	Колумбия
False	ORV	Нурвик	US	США
False	NNB	Санта-Ана	SB	Соломоновы острова
False	MXH	Моро	PG	Папуа — Новая Гвинея
False	YOJ	Хай-Левел	CA	Канада
False	MAS	Манус	PG	Папуа — Новая Гвинея
False	KTG	Кетапанг	ID	Индонезия
False	ENA	Кенай	US	США
False	HIS	Хейман	AU	Австралия
False	HFS	Хагфорс	SE	Швеция
False	MMB	Мемамбецу	JP	Япония
False	SON	Люганвиль	VU	Вануату
False	YYU	Капускейсинг	CA	Канада
False	NBS	Байшань	CN	Китай
False	CVN	Кловис	US	США
False	PQM	Паленке	MX	Мексика
False	BYG	Буффало	US	США
False	BFJ	Бицзе	CN	Китай
False	UBA	Убераба	BR	Бразилия
False	TUK	Турбат	PK	Пакистан
False	YGP	Гаспе	CA	Канада
False	MUR	Маруди	MY	Малайзия
False	DMU	Димапур	IN	Индия
False	AUX	Арагуаина	BR	Бразилия
False	IXS	Силчар	IN	Индия
False	LTX	Латакунга	EC	Эквадор
False	YTM	Мон-Трамблан	CA	Канада
False	XWS	Суиндон	GB	Великобритания
False	YWL	Уильямс-Лейк	CA	Канада
False	KAC	Эль-Камышлы	SY	Сирия
False	RES	Ресистенсия	AR	Аргентина
False	CDR	Чадрон	US	США
False	YKL	Шеффервилл	CA	Канада
False	HNS	Хейнс	US	США
False	BFD	Брэдфорд	US	США
False	IMT	Айрон-Маунтин	US	США
False	CIJ	Кобиха	BO	Боливия
False	SHL	Шиллонг	IN	Индия
False	KZI	Козани	GR	Греция
False	YYE	Форт-Нельсон	CA	Канада
False	KDU	Скарду	PK	Пакистан
False	VHM	Вильгельмина	SE	Швеция
False	TMT	Тромбетас	BR	Бразилия
False	TAH	Танна	VU	Вануату
False	EPA	Эль-Паломар	AR	Аргентина
False	CGI	Кейп-Жирардо	US	США
False	BBN	Барио	MY	Малайзия
False	VAK	Чевак	US	США
False	SVZ	Сан-Антонио	VE	Венесуэла
False	RHI	Райнлендер	US	США
False	SDP	Сэнд-Пойнт	US	США
False	OSY	Намсус	NO	Норвегия
False	KER	Керман	IR	Иран
False	LGQ	Лаго-Агрио	EC	Эквадор
False	TRO	Тари	AU	Австралия
False	YKM	Якима	US	США
False	ACI	Олдерни	GB	Великобритания
False	CPD	Кубер-Педи	AU	Австралия
False	YNS	Немаска	CA	Канада
False	SPR	Сан-Педро	BZ	Белиз
False	RBY	Руби	US	США
False	GLF	Гольфито	CR	Коста-Рика
False	JHW	Джеймстаун	US	США
False	YUS	Юйшу	CN	Китай
False	PUB	Пуэбло	US	США
False	CDC	Сидар-Сити	US	США
False	YXL	Су-Лукаут	CA	Канада
False	TBT	Табатинга	BR	Бразилия
False	ALZ	Алитак	US	США
False	YYD	Смитерс	CA	Канада
False	PKN	Панкаланбун	ID	Индонезия
False	AUK	Алаканук	US	США
False	ATY	Уотертаун	US	США
False	TGR	Туггурт	DZ	Алжир
False	CED	Сидуна	AU	Австралия
False	YGW	Кууджуарапик	CA	Канада
False	ANV	Энвик	US	США
False	TIU	Тимару	NZ	Новая Зеландия
False	XRE	Рединг	GB	Великобритания
False	SSI	Брансуик	US	США
False	YAG	Форт-Франсес	CA	Канада
False	ZMT	Массет	CA	Канада
False	IPT	Уильямспорт	US	США
False	PHE	Порт-Хедленд	AU	Австралия
False	LSW	Лхоксёмаве	ID	Индонезия
False	YZP	Сандспит	CA	Канада
False	THL	Тачхилуа	MM	Мьянма
False	ILR	Илорин	NG	Нигерия
False	WNA	Напакиак	US	США
False	KAD	Кадуна	NG	Нигерия
False	AFL	Алта-Флореста	BR	Бразилия
False	TLA	Теллер	US	США
False	BAI	Буэнос-Айрес	CR	Коста-Рика
False	LKA	Ларантука	ID	Индонезия
False	HON	Гурон	US	США
False	AQI	Хафар-эль-Батин	SA	Саудовская Аравия
False	TKE	Тенаки-Спрингс	US	США
False	BSC	Баия-Солано	CO	Колумбия
False	VLD	Валдоста	US	США
False	SSM	Су-Сент-Мари	US	США
False	HAC	Хатидзёдзима	JP	Япония
False	DOU	Дорадус	BR	Бразилия
False	IPL	Эль-Сентро	US	США
False	KYN	Милтон-Кинс	GB	Великобритания
False	MJU	Мамуджу	ID	Индонезия
False	LCX	Лунъянь	CN	Китай
False	INB	Индепенденс	BZ	Белиз
False	RZH	Преображение	RU	Россия
False	AIA	Альянс	US	США
False	AXP	Спринг-Пойнт	BS	Багамы
False	GZO	Гизо	SB	Соломоновы острова
False	YZT	Порт-Харди	CA	Канада
False	BVH	Вильена	BR	Бразилия
False	HSA	Туркестан	KZ	Казахстан
False	CMG	Корумба	BR	Бразилия
False	TCR	Тутикорин	IN	Индия
False	LDS	Ичунь	CN	Китай
False	IKI	Ики	JP	Япония
False	DEC	Декейтер	US	США
False	ATK	Аткасук	US	США
False	GFN	Графтон	AU	Австралия
False	JFR	Паамиут	GL	Гренландия
False	BDP	Бхадрапур	NP	Непал
False	XYP	Авеста	SE	Швеция
False	KOP	Накхонпханом	TH	Таиланд
False	BTC	Баттикалоа	LK	Шри-Ланка
False	TWF	Твин-Фолс	US	США
False	QGN	Таррагона	ES	Испания
False	AMI	Ломбок	ID	Индонезия
False	MKL	Джексон	US	США
False	MKW	Маноквари	ID	Индонезия
False	AOO	Алтуна	US	США
False	SDY	Сидни	US	США
False	DGA	Дангрига	BZ	Белиз
False	LBE	Латроб	US	США
False	PIZ	Пойнт-Лей	US	США
False	LIW	Лойко	MM	Мьянма
False	MBE	Момбецу	JP	Япония
False	PET	Пелотас	BR	Бразилия
False	TMU	Тамбор	CR	Коста-Рика
False	YBL	Кэмпбелл-Ривер	CA	Канада
False	BKS	Бенкулу	ID	Индонезия
False	YCO	Куглуктук	CA	Канада
False	GWL	Гвалиор	IN	Индия
False	URE	Курессааре	EE	Эстония
False	VAI	Ванимо	PG	Папуа — Новая Гвинея
False	GRI	Гранд-Айленд	US	США
False	ICI	Сисия	FJ	Фиджи
False	QDH	Эшфорд	GB	Великобритания
False	CAB	Кабинда	AO	Ангола
False	YAA	Анахим-Лейк	CA	Канада
False	ZHY	Чжунвэй	CN	Китай
False	FRE	Фера	SB	Соломоновы острова
False	CQM	Сьюдад-Реаль	ES	Испания
False	WJR	Ваджир	KE	Кения
False	GTE	Грут-Айленд	AU	Австралия
False	VHV	Верхневилюйск	RU	Россия
False	IRA	Киракира	SB	Соломоновы острова
False	JBR	Джонсборо	US	США
False	DEA	Дера-Гази-Хан	PK	Пакистан
False	VXC	Лишинга	MZ	Мозамбик
False	INL	Интернешнл-Фолс	US	США
False	TOX	Тобольск	RU	Россия
False	GOV	Нуланбеи	AU	Австралия
False	KMV	Калемьо	MM	Мьянма
False	PBZ	Плеттенберг-Бэй	ZA	ЮАР
False	PIH	Покателло	US	США
False	DSI	Дестин	US	США
False	QZD	Сегед	HU	Венгрия
False	LFQ	Линьфэнь	CN	Китай
False	GYA	Гуаярамерин	BO	Боливия
False	BEJ	Танджунг-Редеб	ID	Индонезия
False	NAH	Наха	ID	Индонезия
False	RIA	Санта-Мария	BR	Бразилия
False	BEB	Бенбекьюла	GB	Великобритания
False	MVR	Маруа	CM	Камерун
False	WEI	Уэйпа	AU	Австралия
False	GGW	Глазго	US	США
False	ALW	Уолла-Уолла	US	США
False	IPI	Ипьялес	CO	Колумбия
False	BQB	Басселтон	AU	Австралия
False	LAJ	Лажис	BR	Бразилия
False	HMI	Хами	CN	Китай
False	HVG	Хоннингсвог	NO	Норвегия
False	INH	Иньямбане	MZ	Мозамбик
False	OAL	Какуал	BR	Бразилия
False	RCH	Риоача	CO	Колумбия
False	YRL	Ред-Лейк	CA	Канада
False	DBO	Даббо	AU	Австралия
False	KPN	Кипнук	US	США
False	POG	Порт-Жантиль	GA	Габон
False	WAA	Уэйлс	US	США
False	IXG	Белгаум	IN	Индия
False	NUS	Норсуп	VU	Вануату
False	LYC	Люкселе	SE	Швеция
False	SOW	Шоу-Лоу	US	США
False	RAH	Рафха	SA	Саудовская Аравия
False	JOS	Джос	NG	Нигерия
False	LDU	Лахад-Дату	MY	Малайзия
False	SXP	Нунам-Икуа	US	США
False	ARW	Арад	RO	Румыния
False	VUP	Вальедупар	CO	Колумбия
False	ZQZ	Чжанцзякоу	CN	Китай
False	WMX	Вамена	ID	Индонезия
False	OBU	Кобук	US	США
False	KJI	Бурчун	CN	Китай
False	GIL	Гилгит	PK	Пакистан
False	YEV	Инувик	CA	Канада
False	SYS	Саскылах	RU	Россия
False	PKE	Паркс	AU	Австралия
False	BRA	Баррейрас	BR	Бразилия
False	BAS	Балалэ	SB	Соломоновы острова
False	PIR	Пирр	US	США
False	LDZ	Лондолози	ZA	ЮАР
False	MYG	Маягуана	BS	Багамы
False	BHQ	Брокен-Хилл	AU	Австралия
False	LUV	Лангур	ID	Индонезия
False	JPR	Жи-Парана	BR	Бразилия
False	ESC	Эсканаба	US	США
False	MCG	Макграт	US	США
False	QYI	Хилверсюм	NL	Нидерланды
False	YKQ	Васкаганиш	CA	Канада
False	QPA	Падуя	IT	Италия
False	MDU	Менди	PG	Папуа — Новая Гвинея
False	YGL	Ла-Гранд	CA	Канада
False	QYX	Уппсала	SE	Швеция
False	BWA	Сиддхартханагар	NP	Непал
False	YYR	Хэппи-Валли-Гуз-Бей	CA	Канада
False	JIC	Цзиньчан	CN	Китай
False	MCE	Мерсед	US	США
False	ABU	Атамбуа	ID	Индонезия
False	TRK	Таракан	ID	Индонезия
False	UYN	Юйлинь	CN	Китай
False	WGP	Вайнгапу	ID	Индонезия
False	XYX	Сала	SE	Швеция
False	LFM	Ламерд	IR	Иран
False	GMO	Гомбе	NG	Нигерия
False	XXU	Хедемура	SE	Швеция
False	XXO	Лександ	SE	Швеция
False	ZYK	Шекоу	CN	Китай
False	MOU	Маунтин-Виллидж	US	США
False	GVX	Евле	SE	Швеция
False	SGX	Сонгеа	TZ	Танзания
False	XOU	Сеговия	ES	Испания
False	YVP	Кууджуак	CA	Канада
False	IBA	Ибадан	NG	Нигерия
False	CNM	Карлсбад	US	США
False	XNE	Ньюпорт	GB	Великобритания
False	GEL	Санту-Анжелу	BR	Бразилия
False	EAM	Наджран	SA	Саудовская Аравия
False	ADL	Аделаида	AU	Австралия
False	BNE	Брисбен	AU	Австралия
False	OOL	Голд-Кост	AU	Австралия
False	DRW	Дарвин	AU	Австралия
False	KGI	Калгурли	AU	Австралия
False	CBR	Канберра	AU	Австралия
False	CNS	Кэрнс	AU	Австралия
False	MEL	Мельбурн	AU	Австралия
False	PER	Перт	AU	Австралия
False	SYD	Сидней	AU	Австралия
True	VIE	Вена	AT	Австрия
False	SZG	Зальцбург	AT	Австрия
False	INN	Инсбрук	AT	Австрия
False	KLU	Клагенфурт	AT	Австрия
False	LNZ	Линц	AT	Австрия
True	BAK	Баку	AZ	Азербайджан
True	KVD	Гянджа	AZ	Азербайджан
True	NAJ	Нахичевань	AZ	Азербайджан
False	TIA	Тирана	AL	Албания
True	ALG	Алжир	DZ	Алжир
True	GBB	Габала	AZ	Азербайджан
False	LAD	Луанда	AO	Ангола
False	ANU	Антигуа	AG	Антигуа и Барбуда
False	BUE	Буэнос-Айрес	AR	Аргентина
False	IGR	Пуэрто-Игуасу	AR	Аргентина
False	COR	Кордова	AR	Аргентина
False	MDZ	Мендоса	AR	Аргентина
False	BRC	Сан-Карлос-де-Барилоче	AR	Аргентина
False	USH	Ушуайя	AR	Аргентина
False	FTE	Эль-Калафате	AR	Аргентина
True	LWN	Гюмри	AM	Армения
True	EVN	Ереван	AM	Армения
False	AUA	Аруба	AW	Аруба
False	KBL	Кабул	AF	Афганистан
False	NAS	Нассау	BS	Багамы
False	DAC	Дакка	BD	Бангладеш
False	ZYL	Силхет	BD	Бангладеш
False	BGI	Бриджтаун	BB	Барбадос
True	BAH	Манама	BH	Бахрейн
False	BZE	Белиз-Сити	BZ	Белиз
True	GME	Гомель	BY	Беларусь
True	MSQ	Минск	BY	Беларусь
True	BRU	Брюссель	BE	Бельгия
False	LGG	Льеж	BE	Бельгия
False	COO	Котону	BJ	Бенин
True	BOJ	Бургас	BG	Болгария
True	VAR	Варна	BG	Болгария
True	PDV	Пловдив	BG	Болгария
True	SOF	София	BG	Болгария
False	LPB	Ла-Пас	BO	Боливия
False	SRZ	Санта-Крус-де-ла-Сьерра	BO	Боливия
False	BNX	Баня-Лука	BA	Босния и Герцеговина
False	SJJ	Сараево	BA	Босния и Герцеговина
False	GBE	Габороне	BW	Ботсвана
False	BSB	Бразилиа	BR	Бразилия
False	IGU	Фос-ду-Игуасу	BR	Бразилия
False	IOS	Ильеус	BR	Бразилия
False	CWB	Куритиба	BR	Бразилия
False	CGB	Куяба	BR	Бразилия
False	MAO	Манаус	BR	Бразилия
False	NAT	Натал	BR	Бразилия
False	POA	Порту-Алегри	BR	Бразилия
False	REC	Ресифи	BR	Бразилия
False	RAO	Рибейран-Прету	BR	Бразилия
False	RIO	Рио-де-Жанейро	BR	Бразилия
False	SSA	Салвадор	BR	Бразилия
False	SAO	Сан-Паулу	BR	Бразилия
False	THE	Терезина	BR	Бразилия
False	FLN	Флорианополис	BR	Бразилия
False	FOR	Форталеза	BR	Бразилия
False	OUA	Уагадугу	BF	Буркина-Фасо
False	BJM	Бужумбура	BI	Бурунди
False	ABZ	Абердин	GB	Великобритания
False	BFS	Белфаст	GB	Великобритания
False	BHX	Бирмингем	GB	Великобритания
False	BRS	Бристоль	GB	Великобритания
False	GLA	Глазго	GB	Великобритания
False	MME	Тиссайд	GB	Великобритания
False	CWL	Кардифф	GB	Великобритания
False	LBA	Лидс	GB	Великобритания
True	LON	Лондон	GB	Великобритания
False	MAN	Манчестер	GB	Великобритания
False	NQT	Ноттингем	GB	Великобритания
False	NCL	Ньюкасл	GB	Великобритания
False	SOU	Саутгемптон	GB	Великобритания
False	HUY	Хамберсайд	GB	Великобритания
False	EDI	Эдинбург	GB	Великобритания
True	BUD	Будапешт	HU	Венгрия
False	CCS	Каракас	VE	Венесуэла
False	DAD	Дананг	VN	Вьетнам
False	DLI	Далат	VN	Вьетнам
False	NHA	Нячанг	VN	Вьетнам
False	PQC	Фукуок	VN	Вьетнам
True	HAN	Ханой	VN	Вьетнам
False	SGN	Хошимин	VN	Вьетнам
False	LBV	Либревиль	GA	Габон
False	GEO	Джорджтаун	GY	Гайана
False	BJL	Банжул	GM	Гамбия
False	ACC	Аккра	GH	Гана
False	PTP	Пуэнт-а-Питр	GP	Гваделупа
False	GUA	Гватемала	GT	Гватемала
False	CKY	Конакри	GN	Гвинея
True	BER	Берлин	DE	Германия
False	BRE	Бремен	DE	Германия
True	HAM	Гамбург	DE	Германия
False	HAJ	Ганновер	DE	Германия
False	DTM	Дортмунд	DE	Германия
False	DRS	Дрезден	DE	Германия
True	DUS	Дюссельдорф	DE	Германия
True	FKB	Карлсруэ	DE	Германия
True	CGN	Кёльн	DE	Германия
True	LEJ	Лейпциг	DE	Германия
False	FMO	Мюнстер	DE	Германия
True	MUC	Мюнхен	DE	Германия
False	NUE	Нюрнберг	DE	Германия
False	SCN	Саарбрюккен	DE	Германия
True	FRA	Франкфурт-на-Майне	DE	Германия
False	FDH	Фридрихсхафен	DE	Германия
False	STR	Штутгарт	DE	Германия
False	GIB	Гибралтар	GI	Гибралтар
False	HKG	Гонконг	HK	Гонконг
False	AXD	Александруполис	GR	Греция
True	ATH	Афины	GR	Греция
True	HER	Ираклион	GR	Греция
False	ZTH	Закинтос	GR	Греция
False	IOA	Янина	GR	Греция
False	KLX	Каламата	GR	Греция
False	AOK	Карпатос	GR	Греция
True	CFU	Корфу	GR	Греция
False	EFL	Кефалиния	GR	Греция
False	KGS	Кос	GR	Греция
False	JMK	Миконос	GR	Греция
False	MJT	Митилини	GR	Греция
True	GPA	Патры	GR	Греция
True	RHO	Родос	GR	Греция
True	SKG	Салоники	GR	Греция
False	SMI	Самос	GR	Греция
False	JSI	Скиатос	GR	Греция
False	JTR	Тира	GR	Греция
False	CHQ	Ханья	GR	Греция
False	BUS	Батуми	GE	Грузия
True	KUT	Кутаиси	GE	Грузия
True	TBS	Тбилиси	GE	Грузия
False	GUM	Хагатна	GU	Гуам
False	AAL	Ольборг	DK	Дания
False	AAR	Орхус	DK	Дания
False	BLL	Биллунн	DK	Дания
False	CPH	Копенгаген	DK	Дания
False	JIB	Джибути	DJ	Джибути
False	PUJ	Пунта-Кана	DO	Доминиканская Республика
False	POP	Пуэрто-Плата	DO	Доминиканская Республика
False	SDQ	Санто-Доминго	DO	Доминиканская Республика
False	STI	Сантьяго-де-лос-Трейнта-Кабальерос	DO	Доминиканская Республика
False	ALY	Александрия	EG	Египет
True	CAI	Каир	EG	Египет
False	LXR	Луксор	EG	Египет
False	RMF	Марса-Алам	EG	Египет
False	HRG	Хургада	EG	Египет
False	SSH	Шарм-эш-Шейх	EG	Египет
False	LVI	Ливингстон	ZM	Замбия
False	LUN	Лусака	ZM	Замбия
False	HRE	Хараре	ZW	Зимбабве
True	TLV	Тель-Авив	IL	Израиль
True	ETH	Эйлат	IL	Израиль
False	ATQ	Амритсар	IN	Индия
False	AMD	Ахмадабад	IN	Индия
False	BLR	Бангалор	IN	Индия
False	BBI	Бхубанешвар	IN	Индия
False	BDQ	Вадодара	IN	Индия
False	VNS	Варанаси	IN	Индия
False	GOI	Гоа	IN	Индия
True	DEL	Дели	IN	Индия
False	DED	Дехрадун	IN	Индия
False	JAI	Джайпур	IN	Индия
False	IDR	Индаур	IN	Индия
False	CCJ	Кожикоде	IN	Индия
False	CCU	Калькутта	IN	Индия
False	COK	Кочин	IN	Индия
False	LKO	Лакхнау	IN	Индия
False	IXE	Мангалур	IN	Индия
False	BOM	Мумбаи	IN	Индия
False	IXZ	Порт-Блэр	IN	Индия
False	IXR	Ранчи	IN	Индия
False	TRV	Тривандрам	IN	Индия
False	HYD	Хайдарабад	IN	Индия
False	MAA	Ченнай	IN	Индия
False	SXR	Сринагар	IN	Индия
False	BPN	Баликпапан	ID	Индонезия
False	DPS	Денпасар (Бали)	ID	Индонезия
